Name	Year
Streptomyces cerasinus	2017
Streptomyces champavatii	1959
Streptomyces chartreusis	1953
Streptomyces chattanoogensis	1959
Streptomyces cheonanensis	2006
Streptomyces chiangmaiensis	2013
Streptomyces chibaensis	1958
Streptomyces chilikensis	2013
Streptomyces chitinivorans	2016
Streptomyces chlorus	2013
Streptomyces chrestomyceticus	1959
Streptomyces chromofuscus	1958
Streptomyces chryseus	1970
Streptomyces chrysomallus	1952
Streptomyces chumphonensis	2014
Streptomyces cinereorectus	1986
Streptomyces cinereoruber	1957
Streptomyces cinereospinus	1986
Streptomyces cinereus	1986
Streptomyces cinerochromogenes	1966
Streptomyces cinnabarigriseus	2018
Streptomyces cinnabarinus	1958
Streptomyces cinnamonensis	1952
Streptomyces cinnamoneus	1991
Streptomyces cirratus	1963
Streptomyces ciscaucasicus	1986
Streptomyces citreofluorescens	1970
Streptomyces clavifer	1953
Streptomyces clavuligerus	1971
Streptomyces coacervatus	2011
Streptomyces cochleatus	1993
Streptomyces cocklensis	2012
Streptomyces coelescens	1970
Streptomyces coelicoflavus	1986
Streptomyces coelicolor	1948
Streptomyces coeruleoflavus	1986
Streptomyces coeruleofuscus	1958
Streptomyces coeruleoprunus	1986
Streptomyces coeruleorubidus	1958
Streptomyces coerulescens	1958
Streptomyces collinus	1952
Streptomyces colombiensis	1958
Streptomyces corchorusii	1958
Streptomyces costaricanus	1995
Streptomyces cremeus	1958
Streptomyces crystallinus	1961
Streptomyces curacoi	1963
Streptomyces cuspidosporus	1966
Streptomyces cyaneofuscatus	1958
Streptomyces cyaneus	1953
Streptomyces cyanoalbus	1970
Streptomyces cyslabdanicus	2015
Streptomyces cystargineus	1993
Streptomyces daghestanicus	1958
Streptomyces daliensis	2012
Streptomyces daqingensis	2016
Streptomyces davaonensis	2018
Streptomyces deccanensis	2008
Streptomyces decoyicus	2010
Streptomyces demainii	2008
Streptomyces deserti	2013
Streptomyces diastaticus	1948
Streptomyces diastatochromogenes	1948
Streptomyces distallicus	1991
Streptomyces djakartensis	1962
Streptomyces drozdowiczii	2004
Streptomyces durhamensis	1966
Streptomyces durmitorensis	2007
Streptomyces echinatus	1957
Streptomyces echinoruber	1981
Streptomyces ederensis	1966
Streptomyces ehimensis	1991
Streptomyces emeiensis	2007
Streptomyces endophyticus	2013
Streptomyces endus	1952
Streptomyces enissocaesilis	1986
Streptomyces erringtonii	2013
Streptomyces erumpens	1963
Streptomyces erythraeus	1948
Streptomyces erythrogriseus	1959
Streptomyces eurocidicus	1991
Streptomyces europaeiscabiei	2000
Streptomyces eurythermus	1957
Streptomyces exfoliatus	1948
Streptomyces faba	2015
Streptomyces felleus	1952
Streptomyces fenghuangensisZhu	2011
Streptomyces ferralitis	2004
Streptomyces fervens	1991
Streptomyces filamentosus	1953
Streptomyces fildesensis	2012
Streptomyces filipinensis	1955
Streptomyces fimbriatus	1953
Streptomyces fimicarius	1948
Streptomyces finlayi	1970
Streptomyces flaveolus	1948
Streptomyces flaveus	1986
Streptomyces flavidofuscus	1986
Streptomyces flavidovirens	1958
Streptomyces flaviscleroticus	1986
Streptomyces flavofungini	1986
Streptomyces flavofuscus	1986
Streptomyces flavogriseus	1953
Streptomyces flavopersicus	1991
Streptomyces flavotricini	1958
Streptomyces flavovariabilis	1986
Streptomyces flavovirens	1948
Streptomyces flavoviridis	1986
Streptomyces flocculus	1948
Streptomyces floridae	1951
Streptomyces fluorescens	1970
Streptomyces formicae	2016
Streptomyces fractus	2016
Streptomyces fradiae	1948
Streptomyces fragilis	1956
Streptomyces fukangensis	2014
Streptomyces fulvissimus	1948
Streptomyces fulvorobeus	1986
Streptomyces fumanus	1958
Streptomyces fumigatiscleroticus	1986
Streptomyces fuscichromogenes	2017
Streptomyces fuscigenes	2018
Streptomyces galbus	1959
Streptomyces galilaeus	1958
Streptomyces gamaensis	2017
Streptomyces gancidicus	1957
Streptomyces gardneri	1961
Streptomyces gelaticus	1948
Streptomyces geldanamycininus	2008
Streptomyces geranii	2018
Streptomyces geysiriensis	1966
Streptomyces ghanaensis	1966
Streptomyces gibsonii	1948
Streptomyces gilvifuscus	2015
Streptomyces glaucescens	1958
Streptomyces glauciniger	2004
Streptomyces glaucosporus	1986
Streptomyces glaucus	1986
Streptomyces globisporus	1953
Streptomyces globosus	1953
Streptomyces glomeratus	1986
Streptomyces glomeroaurantiacus	1970
Streptomyces glycovorans	2012
Streptomyces gobitricini	1958
Streptomyces goshikiensis	1966
Streptomyces gougerotii	1948
Streptomyces graminearus	1986
Streptomyces gramineus	2012
Streptomyces graminifolii	2014
Streptomyces graminilatus	2014
Streptomyces graminisoli	2014
Streptomyces graminofaciens	1953
Streptomyces griseiniger	2008
Streptomyces griseinus	1959
Streptomyces griseoaurantiacus	1970
Streptomyces griseobrunneus	1961
Streptomyces griseocarneus	1991
Streptomyces griseochromogenes	1955
Streptomyces griseoflavus	1948
Streptomyces griseofuscus	1962
Streptomyces griseoincarnatus	1958
Streptomyces griseoloalbus	1958
Streptomyces griseolosporeus	1992
Streptomyces griseolus	1948
Streptomyces griseoluteus	1950
Streptomyces griseomycini	1958
Streptomyces griseoplanus	1957
Streptomyces griseorubens	1958
Streptomyces griseoruber	1955
Streptomyces griseorubiginosus	1958
Streptomyces griseosporeus	1960
Streptomyces griseostramineus	1958
Streptomyces griseoverticillatus	1991
Streptomyces griseoviridis	1956
Streptomyces griseus	1948
Streptomyces guanduensis	2006
Streptomyces gulbargensis	2009
Streptomyces hachijoensis	1991
Streptomyces hainanensis	2007
Streptomyces haliclonae	2010
Streptomyces halophytocola	2013
Streptomyces halstedii	1948
Streptomyces hawaiiensis	1956
Streptomyces hebeiensis	2004
Streptomyces heilongjiangensis	2013
Streptomyces heliomycini	1986
Streptomyces helvaticus	1970
Streptomyces herbaceus	2012
Streptomyces herbaricolor	1959
Streptomyces himastatinicus	2008
Streptomyces hiroshimensis	1991
Streptomyces hirsutus	1958
Streptomyces hokutonensis	2014
Streptomyces hoynatensis	2014
Streptomyces humidus	1956
Streptomyces humiferus	1986
Streptomyces hyaluromycini	2016
Streptomyces hyderabadensis	2011
Streptomyces hydrogenans	1958
Streptomyces hygroscopicus	1948
Streptomyces hypolithicus	2009
Streptomyces iakyrus	1962
Streptomyces iconiensis	2014
Streptomyces incanus	2012
Streptomyces indiaensis	1987
Streptomyces indicus	2011
Streptomyces indigoferus	1960
Streptomyces indoligenes	2016
Streptomyces indonesiensis	2001
Streptomyces intermedius	1953
Streptomyces inusitatus	1978
Streptomyces ipomoeae	1948
Streptomyces iranensis	2010
Streptomyces janthinus	1970
Streptomyces javensis	2001
Streptomyces jeddahensis	2017
Streptomyces jietaisiensis	2005
Streptomyces jiujiangensis	2014
Streptomyces kaempferi	2013
Streptomyces kalpinensis	2017
Streptomyces kanamyceticus	1957
Streptomyces karpasiensis	2014
Streptomyces kashimirensis	1991
Streptomyces kasugaensis	1995
Streptomyces katrae	1963
Streptomyces kentuckensis	1991
Streptomyces kifunensis	1993
Streptomyces kishiwadensis	1991
Streptomyces klenkii	2015
Streptomyces koyangensis	2005
Streptomyces kronopolitis	2016
Streptomyces krungchingensis	2017
Streptomyces kunmingensis	1986
Streptomyces kurssanovii	1958
Streptomyces labedae	1987
Streptomyces laceyi	2003
Streptomyces lacrimifluminis	2016
Streptomyces lactacystinicus	2017
Streptomyces lacticiproducens	2011
Streptomyces laculatispora	2012
Streptomyces ladakanum	1991
Streptomyces lanatus	1959
Streptomyces lannensis	2013
Streptomyces lasiicapitis	2017
Streptomyces lateritius	1958
Streptomyces laurentii	1979
Streptomyces lavendofoliae	1970
Streptomyces lavendulae	1948
Streptomyces lavenduligriseus	1991
Streptomyces lavendulocolor	1970
Streptomyces leeuwenhoekii	2014
Streptomyces levis	1986
Streptomyces libani	1966
Streptomyces lienomycini	1986
Streptomyces lilacinus	1991
Streptomyces limosus	1952
Streptomyces lincolnensis	1963
Streptomyces lipmanii	1948
Streptomyces litmocidini	1958
Streptomyces litoralis	2016
Streptomyces lomondensis	1969
Streptomyces lonarensis	2016
Streptomyces longisporoflavus	1953
Streptomyces longispororuber	1953
Streptomyces longisporus	1953
Streptomyces longwoodensis	1981
Streptomyces lopnurensis	2014
Streptomyces lucensis	1957
Streptomyces lunaelactis	2015
Streptomyces lunalinharesii	2008
Streptomyces luridiscabiei	2003
Streptomyces luridus	1961
Streptomyces lushanensis	2015
Streptomyces lusitanus	1963
Streptomyces luteireticuli	2003
Streptomyces luteogriseus	1964
Streptomyces luteosporeus	1991
Streptomyces luteoverticillatus	1991
Streptomyces luteus	2017
Streptomyces lydicus	1956
Streptomyces macrosporus	1988
Streptomyces malachitofuscus	1986
Streptomyces malachitospinus	1986
Streptomyces malaysiensis	1999
Streptomyces manganisoli	2018
Streptomyces mangrovi	2015
Streptomyces marinus	2010
Streptomyces marokkonensis	2009
Streptomyces mashuensis	1991
Streptomyces massasporeus	1959
Streptomyces matensis	1959
Streptomyces mauvecolor	1960
Streptomyces mayteni	2009
Streptomyces mediocidicus	1992
Streptomyces mediolani	1969
Streptomyces megasporus	1986
Streptomyces melanogenes	1957
Streptomyces melanosporofaciens	1959
Streptomyces mexicanus	2003
Streptomyces michiganensis	1957
Streptomyces microflavus	1948
Streptomyces milbemycinicus	2010
Streptomyces minutiscleroticus	1970
Streptomyces mirabilis	1952
Streptomyces misakiensis	1961
Streptomyces misionensis	1962
Streptomyces mobaraensis	1991
Streptomyces monomycini	1986
Streptomyces mordarskii	2008
Streptomyces morookaense	1991
Streptomyces muensis	2014
Streptomyces murinus	1959
Streptomyces mutabilis	1958
Streptomyces mutomycini	1986
Streptomyces naganishii	1955
Streptomyces nanhaiensis	2012
Streptomyces nanshensis	2009
Streptomyces narbonensis	1955
Streptomyces nashvillensis	1961
Streptomyces netropsis	1991
Streptomyces neyagawaensis	1960
Streptomyces niger	1986
Streptomyces nigrescens	1958
Streptomyces nigrifaciens	1961
Streptomyces nitrosporeus	1952
Streptomyces niveiscabiei	2003
Streptomyces niveoruber	1958
Streptomyces niveus	1956
Streptomyces noboritoensis	1957
Streptomyces nodosus	1961
Streptomyces nogalater	1966
Streptomyces nojiriensis	1967
Streptomyces noursei	1953
Streptomyces novaecaesareae	1948
Streptomyces ochraceiscleroticus	1970
Streptomyces odorifer	1953
Streptomyces olivaceiscleroticus	1970
Streptomyces olivaceoviridis	1958
Streptomyces olivaceus	1948
Streptomyces olivicoloratus	2015
Streptomyces olivochromogenes	1948
Streptomyces olivomycini	1991
Streptomyces olivoreticuli	1991
Streptomyces olivoverticillatus	1991
Streptomyces olivoviridis	1970
Streptomyces omiyaensis	1950
Streptomyces orinoci	1991
Streptomyces oryzae	2016
Streptomyces osmaniensis	2010
Streptomyces ovatisporus	2016
Streptomyces pactum	1962
Streptomyces palmae	2016
Streptomyces panacagri	2012
Streptomyces panaciradicis	2014
Streptomyces paracochleatus	1993
Streptomyces paradoxus	1986
Streptomyces parvisporogenes	1991
Streptomyces parvulus	1954
Streptomyces parvus	1948
Streptomyces pathocidini	2014
Streptomyces paucisporeus	2006
Streptomyces peucetius	1963
Streptomyces phaeochromogenes	1957
Streptomyces phaeofaciens	1952
Streptomyces phaeogriseichromatogenes	2008
Streptomyces phaeoluteichromatogenes	2008
Streptomyces phaeoluteigriseus	2008
Streptomyces phaeopurpureus	1957
Streptomyces phaeoviridis	1957
Streptomyces pharetrae	2005
Streptomyces pharmamarensis	2012
Streptomyces phosalacineus	1992
Streptomyces phyllanthi	2016
Streptomyces phytohabitans	2012
Streptomyces pilosus	1958
Streptomyces pini	2016
Streptomyces platensis	1956
Streptomyces plicatus	1958
Streptomyces plumbiresistens	2009
Streptomyces pluricolorescens	1961
Streptomyces pluripotens	2014
Streptomyces polyantibioticus	2009
Streptomyces polychromogenes	1964
Streptomyces polygonati	2016
Streptomyces polymachus	2015
Streptomyces poonensis	1970
Streptomyces populi	2018
Streptomyces praecox	1953
Streptomyces prasinopilosus	1958
Streptomyces prasinosporus	1966
Streptomyces prasinus	1958
Streptomyces pratens	2012
Streptomyces pratensis	2014
Streptomyces prunicolor	1958
Streptomyces psammoticus	1960
Streptomyces pseudoechinosporeus	1986
Streptomyces pseudogriseolus	1955
Streptomyces pseudovenezuelae	1970
Streptomyces pulveraceus	1961
Streptomyces puniceus	1951
Streptomyces puniciscabiei	2003
Streptomyces purpeofuscus	1955
Streptomyces purpurascens	1952
Streptomyces purpureus	1986
Streptomyces purpurogeneiscleroticus	1970
Streptomyces qinglanensis	2012
Streptomyces racemochromogenes	1956
Streptomyces radiopugnans	2007
Streptomyces rameus	1959
Streptomyces ramulosus	1958
Streptomyces rangoonensis	1958
Streptomyces rapamycinicus	2008
Streptomyces recifensis	1957
Streptomyces rectiverticillatus	1991
Streptomyces rectiviolaceus	1986
Streptomyces regensis	1963
Streptomyces resistomycificus	1952
Streptomyces reticuliscabiei	2000
Streptomyces rhizophilus	2014
Streptomyces rhizosphaericus	2001
Streptomyces rhizosphaerihabitans	2016
Streptomyces rimosus	1953
Streptomyces rishiriensis	1965
Streptomyces rochei	1953
Streptomyces roietensis	2017
Streptomyces rosealbus	2012
Streptomyces roseiscleroticus	1970
Streptomyces roseodiastaticus	1953
Streptomyces roseoflavus	1951
Streptomyces roseofulvus	1958
Streptomyces roseolilacinus	1958
Streptomyces roseolus	1958
Streptomyces roseosporus	1961
Streptomyces roseoverticillatus	1991
Streptomyces roseoviolaceus	1958
Streptomyces roseoviridis	1958
Streptomyces ruanii	2008
Streptomyces ruber	1986
Streptomyces rubidus	2006
Streptomyces rubiginosohelvolus	1958
Streptomyces rubiginosus	1958
Streptomyces rubrisoli	2015
Streptomyces rubrogriseus	1986
Streptomyces rubrus	2011
Streptomyces rutgersensis	1948
Streptomyces salilacus	2018
Streptomyces salmonis	1991
Streptomyces sampsonii	1953
Streptomyces samsunensis	2011
Streptomyces sanglieri	2003
Streptomyces sannanensis	1981
Streptomyces sanyensis	2011
Streptomyces sapporonensis	1991
Streptomyces sasae	2015
Streptomyces scabiei	1989
Streptomyces scabrisporus	2004
Streptomyces sclerotialus	1970
Streptomyces scopiformis	2002
Streptomyces scopuliridis	2011
Streptomyces sedi	2009
Streptomyces sediminis	2018
Streptomyces seoulensis	1997
Streptomyces septatus	1991
Streptomyces seranimatus	2012
Streptomyces setae	1992
Streptomyces setonii	1953
Streptomyces seymenliensis	2015
Streptomyces shaanxiensis	2012
Streptomyces shenzhenensis	2012
Streptomyces showdoensis	1964
Streptomyces siamensis	2016
Streptomyces silaceus	2009
Streptomyces similanensis	2016
Streptomyces sindenensis	1957
Streptomyces sioyaensis	1961
Streptomyces smyrnaeus	2014
Streptomyces sodiiphilus	2005
Streptomyces solisilvae	2017
Streptomyces somaliensis	1948
Streptomyces sparsogenes	1963
Streptomyces sparsus	2011
Streptomyces specialis	2008
Streptomyces spectabilis	1961
Streptomyces speibonae	2003
Streptomyces speleomycini	1986
Streptomyces spheroides	1956
Streptomyces spinoverrucosus	1982
Streptomyces spiralis	1986
Streptomyces spiroverticillatus	1958
Streptomyces spitsbergensis	1993
Streptomyces spongiae	2011
Streptomyces spongiicola	2016
Streptomyces sporocinereus	1986
Streptomyces sporoclivatus	1986
Streptomyces spororaveus	1986
Streptomyces sporoverrucosus	1986
Streptomyces staurosporininus	2012
Streptomyces stelliscabiei	2000
Streptomyces stramineus	1997
Streptomyces subrutilus	1964
Streptomyces sulfonofaciens	1983
Streptomyces sulphureus	1953
Streptomyces sundarbansensis	2011
Streptomyces swartbergensis	2018
Streptomyces synnematoformans	2007
Streptomyces syringium	1991
Streptomyces tacrolimicus	2011
Streptomyces tanashiensis	1952
Streptomyces tateyamensis	2010
Streptomyces tauricus	1986
Streptomyces tendae	1958
Streptomyces termitum	1951
Streptomyces thermoalcalitolerans	1999
Streptomyces thermoautotrophicus	1991
Streptomyces thermocarboxydovorans	1998
Streptomyces thermocarboxydus	1998
Streptomyces thermocoprophilus	2000
Streptomyces thermodiastaticus	1953
Streptomyces thermogriseus	1998
Streptomyces thermolineatus	1988
Streptomyces thermonitrificans	1967
Streptomyces thermospinosisporus	2002
Streptomyces thermoviolaceus	1957
Streptomyces thermovulgaris	1957
Streptomyces thinghirensis	2009
Streptomyces thioluteus	1991
Streptomyces torulosus	1971
Streptomyces toxytricini	1958
Streptomyces tremellae	2016
Streptomyces tricolor	1961
Streptomyces tritici	2018
Streptomyces tritolerans	2009
Streptomyces tubercidicus	1961
Streptomyces tuirus	1963
Streptomyces tunisiensis	2014
Streptomyces turgidiscabies	1998
Streptomyces tyrosinilyticus	2015
Streptomyces umbrinus	1958
Streptomyces variabilis	1958
Streptomyces variegatus	1986
Streptomyces varsoviensis	1967
Streptomyces vastus	1958
Streptomyces venezuelae	1948
Streptomyces verrucosisporus	2016
Streptomyces vietnamensis	2007
Streptomyces vinaceus	1952
Streptomyces vinaceusdrappus	1958
Streptomyces violaceochromogenes	1970
Streptomyces violaceolatus	1970
Streptomyces violaceorectus	1958
Streptomyces violaceoruber	1970
Streptomyces violaceorubidus	1986
Streptomyces violaceus	1953
Streptomyces violaceusniger	1958
Streptomyces violarus	1970
Streptomyces violascens	1958
Streptomyces violatus	1970
Streptomyces violens	1987
Streptomyces virens	1986
Streptomyces virginiae	1952
Streptomyces viridiflavus	1991
Streptomyces viridis	2013
Streptomyces viridiviolaceus	1958
Streptomyces viridobrunneus	1986
Streptomyces viridochromogenes	1948
Streptomyces viridodiastaticus	1958
Streptomyces viridosporus	1958
Streptomyces vitaminophilus	1986
Streptomyces wedmorensis	1986
Streptomyces wellingtoniae	2010
Streptomyces werraensis	1964
Streptomyces willmorei	1948
Streptomyces wuyuanensis	2013
Streptomyces xanthochromogenes	1956
Streptomyces xanthocidicus	1966
Streptomyces xantholiticus	1970
Streptomyces xanthophaeus	1952
Streptomyces xiamenensis	2009
Streptomyces xinghaiensis	2009
Streptomyces xishensis	2012
Streptomyces xylanilyticus	2017
Streptomyces yaanensis	2013
Streptomyces yanglinensis	2006
Streptomyces yangpuensis	2016
Streptomyces yanii	2005
Streptomyces yatensis	2003
Streptomyces yeochonensis	2004
Streptomyces yerevanensis	1986
Streptomyces yogyakartensis	2001
Streptomyces yokosukanensis	1961
Streptomyces youssoufiensis	2011
Streptomyces yunnanensis	2003
Streptomyces zaomyceticus	1954
Streptomyces zhaozhouensis	2014
Streptomyces zhihengii	2017
Streptomyces zinciresistens	2011
Streptomyces ziwulingensis	2013
Streptosporangium albidum	1968
Streptosporangium album	1960
Streptosporangium algeriense	2016
Streptosporangium amethystogenes	1960
Streptosporangium anatoliense	2012
Streptosporangium canum	2009
Streptosporangium carneum	1990
Streptosporangium claviforme	1993
Streptosporangium corrugatum	1976
Streptosporangium corydalis	2016
Streptosporangium fenghuangense	2016
Streptosporangium fragile	1983
Streptosporangium indianense	1965
Streptosporangium jiaoheense	2016
Streptosporangium jomthongense	2014
Streptosporangium longisporum	1969
Streptosporangium lutulentum	2016
Streptosporangium nanhuense	2014
Streptosporangium nondiastaticum	1969
Streptosporangium oxazolinicum	2011
Streptosporangium pseudovulgare	1969
Streptosporangium purpuratum	2005
Streptosporangium roseum	1955
Streptosporangium saharense	2016
Streptosporangium shengliense	2016
Streptosporangium subroseum	2002
Streptosporangium taraxaci	2016
Streptosporangium terrae	2015
Streptosporangium violaceochromogenes	1975
Streptosporangium viridialbum	1960
Streptosporangium viridogriseum	1966
Streptosporangium vulgare	1960
Streptosporangium yunnanense	2005
Streptoverticillium abikoense	1969
Streptoverticillium albireticuli	1969
Streptoverticillium alboverticillatum	1989
Streptoverticillium album	1969
Streptoverticillium ardum	1969
Streptoverticillium aureoversile	1969
Streptoverticillium baldaccii	1966
Streptoverticillium biverticillatum	1966
Streptoverticillium blastmyceticum	1969
Streptoverticillium cinnamoneum	1966
Streptoverticillium distallicum	1969
Streptoverticillium ehimense	1969
Streptoverticillium eurocidicum	1969
Streptoverticillium fervens	1969
Streptoverticillium flavopersicum	1969
Streptoverticillium griseocarneum	1966
Streptoverticillium griseoverticillatum	1969
Streptoverticillium hachijoense	1969
Streptoverticillium hiroshimense	1966
Streptoverticillium kashmirense	1969
Streptoverticillium kentuckense	1966
Streptoverticillium kishiwadense	1969
Streptoverticillium ladakanum	1966
Streptoverticillium lavenduligriseum	1969
Streptoverticillium lilacinum	1969
Streptoverticillium luteoverticillatum	1969
Streptoverticillium mashuense	1969
Streptoverticillium mobaraense	1969
Streptoverticillium morookaense	1989
Streptoverticillium netropsis	1966
Streptoverticillium olivomycini	1986
Streptoverticillium olivoreticuli	1966
Streptoverticillium olivoverticillatum	1966
Streptoverticillium orinoci	1967
Streptoverticillium parvisporogenes	1969
Streptoverticillium rectiverticillatum	1969
Streptoverticillium roseoverticillatum	1966
Streptoverticillium salmonis	1969
Streptoverticillium sapporonense	1989
Streptoverticillium septatum	1969
Streptoverticillium syringium	1986
Streptoverticillium thioluteum	1966
Streptoverticillium viridoflavum	1989
Stygiolobus azoricus	1991
Subdoligranulum variabile	2004
Subsaxibacter arcticus	2016
Subsaxibacter broadyi	2005
Subsaxibacter sediminis	2018
Subsaximicrobium saxinquilinus	2005
Subsaximicrobium wynnwilliamsii	2005
Subtercola boreus	2000
Subtercola frigoramans	2000
Subtercola lobariae	2017
Subtercola pratensis	2002
Succinatimonas hippei	2010
Succiniclasticum ruminis	1995
Succinimonas amylolytica	1958
Succinispira mobilis	1999
Succinivibrio dextrinosolvens	1956
Sulfitobacter aestuarii	2018
Sulfitobacter brevis	2000
Sulfitobacter delicatus	2004
Sulfitobacter donghicola	2007
Sulfitobacter dubius	2004
Sulfitobacter faviae	2016
Sulfitobacter geojensis	2014
Sulfitobacter guttiformis	2007
Sulfitobacter indolifex	2017
Sulfitobacter litoralis	2007
Sulfitobacter marinus	2007
Sulfitobacter mediterraneus	1999
Sulfitobacter noctilucae	2014
Sulfitobacter noctilucicola	2014
Sulfitobacter pacificus	2015
Sulfitobacter pontiacus	1996
Sulfitobacter porphyrae	2014
Sulfitobacter pseudonitzschiae	2015
Sulfitobacter undariae	2015
Sulfobacillus acidophilus	1996
Sulfobacillus benefaciens	2009
Sulfobacillus disulfidooxidans	1996
Sulfobacillus sibiricus	2006
Sulfobacillus thermosulfidooxidans	1991
Sulfobacillus thermotolerans	2006
Sulfodiicoccus acidiphilus	2017
Sulfolobus acidocaldarius	1972
Sulfolobus brierleyi	1980
Sulfolobus hakonensis	1996
Sulfolobus metallicus	1992
Sulfolobus shibatae	1991
Sulfolobus solfataricus	1980
Sulfolobus tokodaii	2002
Sulfolobus yangmingensis	1999
Sulfophobococcus zilligii	1997
Sulfuricaulis limicola	2016
Sulfuricella denitrificans	2010
Sulfuricurvum kujiense	2004
Sulfuriferula multivorans	2015
Sulfuriferula plumbiphilus	2015
Sulfuriferula thiophila	2016
Sulfuriflexus mobilis	2016
Sulfurifustis variabilis	2015
Sulfurihydrogenibium azorense	2004
Sulfurihydrogenibium kristjanssonii	2008
Sulfurihydrogenibium rodmanii	2008
Sulfurihydrogenibium subterraneum	2003
Sulfurihydrogenibium yellowstonense	2005
Sulfurimonas autotrophica	2003
Sulfurimonas denitrificans	2006
Sulfurimonas gotlandica	2013
Sulfurimonas paralvinellae	2006
Sulfurirhabdus autotrophica	2016
Sulfurisoma sediminicola	2014
Sulfurisphaera ohwakuensis	1998
Sulfurisphaera tokodaii	2018
Sulfuritalea hydrogenivorans	2011
Sulfuritortus calidifontis	2017
Sulfurivermis fontis	2017
Sulfurivirga caldicuralii	2006
Sulfurococcus mirabilis	1995
Sulfurococcus yellowstonensis	1995
Sulfurospirillum arcachonense	1997
Sulfurospirillum arsenophilum	1999
Sulfurospirillum barnesii	1999
Sulfurospirillum cavolei	2007
Sulfurospirillum deleyianum	1993
Sulfurospirillum halorespirans	2003
Sulfurospirillum multivorans	2003
Sulfurovum aggregans	2014
Sulfurovum denitrificans	2018
Sulfurovum lithotrophicum	2004
Sulfurovum riftiae	2016
Sungkyunkwania multivorans	2013
Sunxiuqinia elliptica	2011
Sunxiuqinia faeciviva	2013
Sunxiuqinia rutila	2014
Sutterella parvirubra	2008
Sutterella stercoricanis	2004
Sutterella wadsworthensis	1996
Suttonella indologenes	1990
Suttonella ornithocola	2005
Swaminathania salitolerans	2004
Swingsia samuiensis	2014
Swionibacillus sediminis	2017
Symbiobacterium ostreiconchae	2014
Symbiobacterium terraclitae	2014
Symbiobacterium thermophilum	2000
Symbiobacterium turbinis	2014
Symbiotes lectularius	1956
Synergistes jonesii	1993
Syntrophaceticus schinkii	2011
Syntrophobacter fumaroxidans	1998
Syntrophobacter pfennigii	1996
Syntrophobacter sulfatireducens	2005
Syntrophobacter wolinii	1984
Syntrophobotulus glycolicus	1996
Syntrophococcus sucromutans	1986
Syntrophomonas bryantii	2006
Syntrophomonas cellicola	2006
Syntrophomonas curvata	2004
Syntrophomonas erecta	2005
Syntrophomonas palmitatica	2007
Syntrophomonas sapovorans	1987
Syntrophomonas wolfei	1982
Syntrophomonas zehnderi	2007
Syntrophorhabdus aromaticivorans	2008
Syntrophospora bryantii	1990
Syntrophothermus lipocalidus	2000
Syntrophus aciditrophicus	2015
Syntrophus buswellii	1984
Syntrophus gentianae	1996
Tabrizicola aquatica	2014
Tabrizicola fusiformis	2018
Taeania maliponensis	2016
Taeseokella kangwonensis	2015
Tagaea marina	2016
Tahibacter aquaticus	2014
Tahibacter caeni	2015
Taibaiella chishuiensis	2014
Taibaiella coffeisoli	2016
Taibaiella koreensis	2014
Taibaiella smilacinae	2013
Taibaiella soli	2016
Taibaiella yonginensis	2015
Tamaricihabitans halophyticus	2015
Tamilnaduibacter salinus	2015
Tamlana agarivorans	2008
Tamlana crocina	2007
Tamlana sedimentorum	2014
Tamlicoccus marinus	2013
Tangfeifania diversioriginum	2014
Tannerella forsythia	2002
Tanticharoenia aidae	2016
Tanticharoenia sakaeratensis	2008
Tardiphaga robiniae	2012
Tateyamaria omphalii	2008
Tateyamaria pelophila	2010
Tatlockia maceachernii	1991
Tatlockia micdadei	1980
Tatumella citrea	2010
Tatumella morbirosei	2010
Tatumella ptyseos	1982
Tatumella punctata	2010
Tatumella saanichensis	2015
Tatumella terrea	2010
Taylorella asinigenitalis	2001
Taylorella equigenitalis	1984
Tectibacter vulgaris	1982
Teichococcus ludipueritiae	2003
Telluria chitinolytica	1993
Telluria mixta	1993
Telluribacter humicola	2017
Tellurimicrobium multivorans	2016
Telmatobacter bradus	2012
Telmatocola sphagniphila	2012
Telmatospirillum siberiense	2007
Temperatibacter marinus	2014
Tenacibaculum adriaticum	2008
Tenacibaculum aestuarii	2006
Tenacibaculum aestuariivivum	2017
Tenacibaculum agarivorans	2017
Tenacibaculum aiptasiae	2008
Tenacibaculum amylolyticum	2001
Tenacibaculum ascidiaceicola	2016
Tenacibaculum caenipelagi	2014
Tenacibaculum crassostreae	2009
Tenacibaculum dicentrarchi	2012
Tenacibaculum discolor	2008
Tenacibaculum gallaicum	2008
Tenacibaculum geojense	2012
Tenacibaculum haliotis	2017
Tenacibaculum holothuriorum	2015
Tenacibaculum insulae	2018
Tenacibaculum jejuense	2012
Tenacibaculum litopenaei	2007
Tenacibaculum litoreum	2006
Tenacibaculum lutimaris	2005
Tenacibaculum maritimum	2001
Tenacibaculum mesophilum	2001
Tenacibaculum ovolyticum	2001
Tenacibaculum sediminilitoris	2016
Tenacibaculum skagerrakense	2004
Tenacibaculum soleae	2008
Tenacibaculum todarodis	2018
Tenggerimyces flavus	2016
Tenggerimyces mesophilus	2015
Tenuibacillus multivorans	2005
Tepidamorphus gemmatus	2010
Tepidanaerobacter syntrophicus	2006
Tepidibacillus decaturensis	2016
Tepidibacillus fermentans	2014
Tepidibacillus infernus	2016
Tepidibacter formicigenes	2004
Tepidibacter mesophilus	2012
